record_id,production_date,timestamp,production_line,product_code,operator_id,attenuation_db_km,core_diameter_um,tensile_strength_mpa,temperature_c,draw_speed_m_min,throughput_m,defect_flag,_injected_issue
f9109e26-0ead-4a50-ab0f-34d1e8277321,2026-06-06,2026-06-06T08:47:12,LINE-A,DSF-1550,OP-102,0.202,8.048,863.9,22.84,1195.5,412.0,0,
1610f64c-762c-41c7-850c-9cb18a26b787,2026-06-06,2026-06-06T11:11:36,LINE-A,OM3-50,OP-102,0.3033,8.238,887.8,19.86,868.2,1674.0,0,
3051260c-f639-468d-9c42-4f543f50557f,2026-06-06,2026-06-06T13:51:12,LINE-B,OM3-50,OP-104,0.2006,9.269,701.9,20.16,1003.3,1127.0,0,
fb9e4b4b-340c-4764-b759-9808e16156cc,2026-06-06,2026-06-06T10:17:27,LINE-B,SMF-28,OP-104,0.2568,8.108,888.4,24.14,855.5,4355.0,0,
fc5f2c58-9171-45e2-b16d-b9636c765c05,2026-06-06,2026-06-06T12:50:24,LINE-A,SMF-28,OP-102,0.1822,8.205,725.1,22.29,975.3,2556.0,0,
466bef15-bb39-46c1-a79d-2e10a8696ebf,2026-06-06,2026-06-06T13:13:12,LINE-A,SMF-28,OP-102,0.215,9.419,897.4,22.79,1037.7,1053.0,0,
7fb29e44-035d-43b5-be6d-aa34126b2ce8,2026-06-06,2026-06-06T07:15:03,LINE-A,DSF-1550,OP-103,0.1858,8.231,879.7,23.62,965.0,3184.0,0,
73a4423c-da1e-4d6a-849e-543202faad24,2026-06-06,2026-06-06T11:57:12,LINE-B,SMF-28,OP-101,0.227,8.556,836.8,20.56,999.5,3186.0,0,
879e7bc8-1419-4a1d-9751-b0199bf3a8d3,2026-06-06,2026-06-06T08:01:36,LINE-B,DSF-1550,OP-104,0.2985,8.528,781.5,20.92,988.8,2702.0,0,
f572b229-bd35-4a49-aae8-f26faf8c344d,2026-06-06,2026-06-06T12:05:45,LINE-A,SMF-28,OP-101,0.185,8.323,711.6,20.8,1005.3,3158.0,0,
52cd2980-afb9-4024-9b06-ec56b5e172e2,2026-06-06,2026-06-06T11:48:39,LINE-C,OM4-50,OP-103,0.1813,8.127,887.3,20.5,1123.8,3782.0,0,
e8abe475-faf3-4ac6-882e-b2ddba38decc,2026-06-06,2026-06-06T12:39:57,LINE-B,DSF-1550,OP-104,0.3008,8.723,851.2,19.41,820.7,568.0,0,
b32409a0-b80f-4b2b-8156-93801876311b,2026-06-06,2026-06-06T10:33:36,LINE-A,SMF-28,OP-102,0.3012,8.555,759.3,23.67,1133.0,4967.0,0,
ecef63b5-a431-44f1-8f9f-7ca15186d2b0,2026-06-06,2026-06-06T11:50:33,LINE-A,DSF-1550,OP-101,0.3177,8.176,784.1,19.28,965.3,-268.0,0,negative_throughput
292d81c8-20aa-4178-bcbe-a2d00fddb7bf,2026-06-06,2026-06-06T07:35:00,LINE-A,DSF-1550,OP-103,0.3126,8.662,831.1,24.05,905.6,2079.0,0,
b5e29c10-a977-462b-9309-33eb37234c76,2026-06-06,2026-06-06T06:50:21,LINE-C,DSF-1550,OP-102,0.2115,8.335,713.7,19.73,860.7,1407.0,0,
231ffc78-4036-4640-a6fb-00e8d234307d,2026-06-06,2026-06-06T08:20:36,LINE-A,SMF-28,OP-103,0.2975,9.483,708.1,18.22,1084.9,2886.0,0,
1b71800f-ae5e-4c28-8f3b-71585f370c5c,2026-06-06,2026-06-06T10:42:09,LINE-A,SMF-28,OP-103,0.2339,8.042,742.4,20.46,1067.3,3561.0,0,
94002040-6fd4-4238-ab65-f18ee1586cfd,2026-06-06,2026-06-06T10:29:48,LINE-C,DSF-1550,OP-102,0.2492,8.574,738.4,20.19,1174.5,1506.0,0,
5c2e8031-cc8e-4a53-bd5a-426269f2ce0c,2026-06-06,2026-06-06T06:29:27,LINE-B,OM3-50,OP-102,0.3443,5.318,770.8,18.27,1128.4,4840.0,0,out_of_range_low
d7b8dbc1-e572-4a04-93b6-f165e13de4de,2026-06-06,2026-06-06T08:18:42,LINE-C,OM3-50,OP-102,0.2201,8.409,815.8,19.81,1192.7,3764.0,0,
c81aeba7-0618-40bb-b00c-be7c6c8198ce,2026-06-06,2026-06-06T13:49:18,LINE-B,SMF-28,OP-102,0.3415,8.09,835.9,20.87,802.3,1446.0,0,
30ad304c-0df2-4e2b-a843-d99ece77b2a9,2026-06-06,2026-06-06T10:44:03,LINE-A,OM4-50,OP-103,0.3404,8.49,873.3,20.76,957.8,3067.0,0,
3bd717e1-287e-412c-9ffa-1a78955243da,2026-06-06,2026-06-06T10:38:21,LINE-B,OM3-50,OP-104,0.3155,8.569,886.2,23.11,815.3,2751.0,0,
75d6e189-42b9-45bf-a8e9-cccfe853603c,2026-06-06,2026-06-06T12:16:12,LINE-C,OM3-50,OP-101,0.2858,8.578,870.2,23.47,1041.5,2004.0,1,
90cf1c1b-1029-4ed3-99f1-677cf24b8d5d,2026-06-06,2026-06-06T07:42:36,LINE-A,OM3-50,OP-102,0.2376,9.211,753.6,20.72,1075.3,586.0,0,
d906bb64-bd15-4502-9829-03320ee68d13,2026-06-06,2026-06-06T13:17:00,LINE-A,OM3-50,OP-101,0.1913,9.023,853.3,23.27,976.6,4171.0,0,
15dab84b-5049-457c-abee-b82b22e5a757,2026-06-06,2026-06-06T10:08:54,LINE-C,DSF-1550,OP-102,0.2875,8.789,840.0,18.04,927.7,1778.0,0,
72423a43-8347-40c5-b84f-65dc73b5806b,2026-06-06,2026-06-06T10:18:24,LINE-C,SMF-28,OP-103,0.2449,9.33,807.7,22.44,932.8,4129.0,0,
7c75bdaa-98fe-4c68-918e-17949a613def,2026-06-06,2026-06-06T10:04:09,LINE-C,DSF-1550,OP-101,,8.46,776.6,18.58,913.1,2050.0,0,null_sensor
b5f51bce-8036-4145-b10a-0de774377b09,2026-06-06,2026-06-06T12:12:24,LINE-B,OM4-50,OP-104,0.2914,8.309,784.3,24.39,812.5,3832.0,0,
c00fafab-b662-4ced-b76c-ece32c8fa92f,2026-06-06,2026-06-06T08:34:51,LINE-C,OM3-50,OP-104,0.2733,8.235,870.5,18.05,828.8,1020.0,0,
f6e834f7-a61d-4874-aacc-c5e8aeb97bdb,2026-06-06,2026-06-06T06:46:33,LINE-A,DSF-1550,OP-103,0.1934,8.265,754.1,18.64,813.5,2626.0,0,
ddf27522-f70f-4877-924f-c29f171e596f,2026-06-06,2026-06-06T07:39:45,LINE-A,OM4-50,OP-103,0.2403,8.936,797.1,18.53,1164.9,1656.0,0,
d4dbe8de-a46c-4f72-85db-2878c8f886ef,2026-06-06,2026-06-06T09:52:45,LINE-A,DSF-1550,OP-101,0.2878,8.341,869.1,19.16,851.2,824.0,1,
1072b96a-4def-403d-a48c-55ac0546ee19,2026-06-06,2026-06-06T06:31:21,LINE-B,OM4-50,OP-103,0.2953,8.283,884.9,19.16,830.9,1373.0,0,
07ef7440-dbd1-43fb-9219-e9fd2bc4d40f,2026-06-06,2026-06-06T09:59:24,LINE-A,DSF-1550,OP-102,0.2998,9.489,767.9,21.29,1053.4,778.0,0,
16be4b80-ab0d-4689-9968-c9fa4ca6bc43,2026-06-06,2026-06-06T09:34:42,LINE-C,DSF-1550,OP-104,0.1947,8.703,862.0,19.94,1035.1,985.0,0,
27782954-3c88-40e6-969b-85856d4af220,2026-06-06,2026-06-06T06:41:48,LINE-A,SMF-28,OP-103,0.2246,8.837,899.2,22.86,1110.3,2109.0,0,
99135314-8f64-480c-997e-a1f05b71e332,2026-06-06,2026-06-06T12:01:00,LINE-B,OM3-50,OP-102,0.1844,9.039,723.4,18.28,838.0,3829.0,0,
1b82b7ea-4011-4c4b-a090-8a304fc10257,2026-06-06,2026-06-06T08:13:57,LINE-C,SMF-28,OP-103,0.211,8.261,723.6,22.85,964.6,2231.0,0,
a5cdf249-d82a-4c6f-9aee-10e0072803e8,2026-06-06,2026-06-06T12:45:39,LINE-A,OM4-50,OP-103,0.2297,8.888,898.6,24.16,983.0,2121.0,0,
741bfbb4-ae2f-4eb3-b571-99ddd16b9d3d,2026-06-06,2026-06-06T07:45:27,LINE-A,OM4-50,OP-103,0.1949,5.624,761.4,20.32,891.8,3939.0,0,out_of_range_low
75092abd-234a-4461-912c-9703bc29335e,2026-06-06,2026-06-06T08:28:12,LINE-A,SMF-28,OP-102,0.3392,9.157,779.6,20.07,858.3,3621.0,0,
0d64390f-9f2f-4242-950a-83870201c271,2026-06-06,2026-06-06T12:04:48,LINE-A,DSF-1550,,0.1953,9.437,782.1,22.91,1140.5,3579.0,0,missing_operator
b236a054-7fa9-491f-84f1-e1efe64f5cda,2026-06-06,2026-06-06T13:53:06,LINE-C,OM3-50,OP-102,0.2784,9.156,718.2,24.22,1135.8,2212.0,0,
0f62d3b3-d89f-4dcd-89cc-b2ca221b0816,2026-06-06,2026-06-06T08:41:30,LINE-C,SMF-28,OP-102,0.302,9.4,856.5,22.23,850.5,4347.0,0,
cbca27c3-fc52-449e-a48b-c954239d8eed,2026-06-06,2026-06-06T07:49:15,LINE-B,DSF-1550,OP-102,0.1995,8.469,769.0,19.01,946.9,2466.0,0,
85bdc9f1-222a-4c95-81d1-e1633c826201,2026-06-06,2026-06-06T13:50:15,LINE-A,,OP-104,0.281,8.368,866.0,23.18,979.6,4721.0,0,null_product
522e9ba1-3795-4c20-a4c4-ee611db9cabb,2026-06-06,2026-06-06T08:37:42,LINE-B,DSF-1550,OP-102,0.2826,9.317,799.9,18.96,1020.8,1814.0,0,
df6fd7a0-6af9-49be-9cdd-54289f895960,2026-06-06,2026-06-06T06:19:57,LINE-A,OM3-50,OP-103,0.2358,8.493,792.1,19.21,810.5,4044.0,0,
8ce0f059-68ab-4bba-b9d3-c9b5310e6db4,2026-06-06,2026-06-06T08:09:12,LINE-A,OM4-50,OP-103,0.2573,8.215,816.0,24.43,1064.5,1931.0,1,
0214bf59-e907-456d-b1e0-2eb6fc46af35,2026-06-06,2026-06-06T13:40:45,LINE-C,SMF-28,OP-102,0.3029,8.565,708.1,21.33,1020.6,2344.0,0,
b6f96201-7cbb-4929-ab49-b7b5ede3ff2f,2026-06-06,2026-06-06T10:16:30,LINE-A,OM4-50,OP-104,0.2111,8.487,773.0,20.48,889.3,3960.0,0,
5c6b7a13-4b10-4fe9-a960-ec253776045b,2026-06-06,2026-06-06T11:33:27,LINE-C,DSF-1550,OP-104,0.2486,9.404,752.4,22.32,861.0,1446.0,0,
541f3997-00b6-40be-ab68-06e12fd17358,2026-06-06,2026-06-06T06:43:42,LINE-B,SMF-28,OP-101,0.2356,8.458,858.1,21.5,1193.7,1361.0,0,
703fe2c2-e6c4-4111-9a33-a67555683aee,2026-06-06,2026-06-06T11:09:42,LINE-A,OM3-50,OP-101,0.1864,8.754,771.1,22.89,930.6,1778.0,0,
2d65eea7-dadf-46bb-9b0d-e6d1d65d35e5,2026-06-06,2026-06-06T06:27:33,LINE-C,SMF-28,OP-101,0.2186,8.835,702.4,23.58,1193.3,4607.0,0,
af2545c6-bf67-4f83-8080-460338ec284c,2026-06-06,2026-06-06T07:55:54,LINE-B,,OP-103,0.2257,8.66,701.7,19.82,1006.7,3608.0,0,null_product
ff424710-c3a6-4a15-b295-48a353c897a3,2026-06-06,2026-06-06T06:30:24,LINE-A,OM4-50,OP-104,0.3276,9.277,733.3,24.19,1007.8,974.0,0,
b29c66f6-63ff-46df-9308-1ab4027ee9ae,2026-06-06,2026-06-06T12:57:03,LINE-B,OM4-50,OP-103,0.2132,9.341,808.9,18.17,903.4,4033.0,0,
59a6012d-345e-4763-a769-be55c6294eff,2026-06-06,2026-06-06T11:23:00,LINE-C,DSF-1550,OP-102,0.1803,8.797,719.4,19.21,1025.1,2872.0,0,
9c6de490-f6cf-41f5-a31a-f5b121a79411,2026-06-06,2026-06-06T08:55:45,LINE-A,SMF-28,OP-103,0.1853,4.109,866.5,22.83,1159.8,3286.0,0,out_of_range_low
d0c1d278-7aaf-4841-9498-3ab4571a65f8,2026-06-06,2026-06-06T12:08:36,LINE-A,OM4-50,OP-104,0.3455,9.489,832.1,23.5,935.0,380.0,0,
8960f4fa-e7d9-4d2e-bef1-22b2184a0471,2026-06-06,2026-06-06T08:27:15,LINE-C,OM4-50,OP-103,0.3301,9.065,839.0,19.09,1129.6,3798.0,0,
6ce96872-3e42-45c7-94e6-ad5567598dfc,2026-06-06,2026-06-06T06:22:48,LINE-A,OM4-50,OP-104,0.1977,8.692,892.4,22.52,862.9,1749.0,0,
d4be73a0-31d3-4903-833c-09928659466a,2026-06-06,2026-06-06T12:11:27,LINE-A,SMF-28,OP-102,0.3284,9.185,840.8,22.1,1199.6,1732.0,0,
e92cb17d-8137-473b-8dea-df43b215300d,2026-06-06,2026-06-06T08:43:24,LINE-B,SMF-28,OP-102,0.2282,8.977,885.9,20.63,1175.4,942.0,0,
b8645b98-f909-45d8-8d22-b51fa146f72b,2026-06-06,2026-06-06T12:58:00,LINE-C,SMF-28,OP-104,0.2793,8.655,862.0,22.34,1197.1,4857.0,0,
284de43f-ced2-4d8e-93b7-1b2aab46a10c,2026-06-06,2026-06-06T12:20:57,LINE-C,DSF-1550,OP-104,0.297,9.102,757.0,23.77,1087.8,1710.0,0,
8a3665f3-1f50-4e50-9690-9be3db24fd7b,2026-06-06,2026-06-06T06:53:12,LINE-B,DSF-1550,OP-103,0.3458,9.345,805.4,24.36,938.6,2082.0,0,
72a3db37-d76b-49b3-b5e5-cbe3eeacbeec,2026-06-06,2026-06-06T13:27:27,LINE-C,DSF-1550,OP-102,0.2493,8.283,767.6,19.07,870.9,-7.0,0,negative_throughput
3342853e-183e-4d29-b588-d15e03b7e7e0,2026-06-06,2026-06-06T11:03:03,LINE-B,OM3-50,OP-104,0.3145,9.269,888.6,23.5,1038.7,3630.0,1,
7627ffb2-aaf3-447c-a9aa-a88dc86b9e2d,2026-06-06,2026-06-06T10:58:18,LINE-A,OM3-50,OP-101,0.2907,8.782,866.4,24.53,969.1,2624.0,0,
0df67e6d-266e-46f7-9135-2087787960ad,2026-06-06,2026-06-06T10:28:51,LINE-B,OM3-50,OP-104,0.2423,8.19,709.6,23.54,1052.2,4612.0,0,
e66e10d6-1ab1-4412-86f9-397c2be5931c,2026-06-06,2026-06-06T09:50:51,LINE-B,SMF-28,OP-103,0.1958,8.4,844.9,19.62,1012.0,1841.0,0,
6563ecb6-afe4-4655-952b-b6a87e8bd8da,2026-06-06,2026-06-06T08:26:18,LINE-C,OM3-50,OP-102,0.2926,8.736,850.8,23.71,970.2,894.0,0,
12930e01-d270-49d5-b323-0017b3173dbb,2026-06-06,2026-06-06T06:14:15,LINE-A,OM3-50,OP-103,0.1995,,701.9,20.84,930.6,3420.0,0,null_sensor
9b2f1ba9-c046-4bb7-bb81-ea7eff9195e4,2026-06-06,2026-06-06T11:34:24,LINE-B,SMF-28,OP-101,0.2771,9.354,726.3,22.1,897.0,3068.0,0,
37a9369a-4de7-4615-a0ac-3203eb14fa66,2026-06-06,2026-06-06T07:57:48,LINE-A,DSF-1550,OP-103,0.2156,9.155,704.8,21.36,969.8,4106.0,0,
ff6aac0a-9c2b-4cd3-a426-8fc0fde6e956,2026-06-06,2026-06-06T09:48:00,LINE-B,OM4-50,OP-104,0.1971,8.354,709.5,22.36,968.8,1973.0,0,
c42d5ca9-407b-4f1c-ae2e-e925a46761c9,2026-06-06,2026-06-06T07:10:18,LINE-B,DSF-1550,OP-104,0.3183,8.667,878.1,22.6,1171.1,2706.0,0,
dc4f2c53-dc38-49ef-a249-9845dd941f91,2026-06-06,2026-06-06T07:59:42,LINE-C,OM4-50,OP-103,0.2407,9.284,865.8,18.34,816.9,1907.0,0,
544f8b12-3180-4d98-9a0d-e00f6b425e13,2026-06-06,2026-06-06T11:40:06,LINE-B,OM4-50,OP-103,0.3415,9.178,833.7,20.11,1042.5,3881.0,0,
764fbd57-ae41-41e1-b87b-16aaac69b890,2026-06-06,2026-06-06T10:40:15,LINE-C,OM4-50,OP-104,0.2092,8.989,757.2,18.93,1005.8,1507.0,0,
c7acca2e-54a1-4437-892f-299dab02110f,2026-06-06,2026-06-06T06:37:03,LINE-A,SMF-28,OP-101,0.1895,9.456,814.2,21.24,1095.5,3651.0,0,
e4489434-5d80-4c09-a1a2-668e799348b3,2026-06-06,2026-06-06T07:32:09,LINE-C,OM4-50,OP-102,0.33,8.996,789.6,23.54,889.7,4086.0,0,
624e5b1a-b213-4774-b0a1-3036a65cda29,2026-06-06,2026-06-06T10:12:42,LINE-A,DSF-1550,OP-104,0.2816,8.403,796.8,19.04,1059.3,-451.0,0,negative_throughput
75700474-2315-41ca-86c6-5142cf82a255,2026-06-06,2026-06-06T12:44:42,LINE-A,OM3-50,OP-104,0.2843,8.486,880.2,24.56,1142.0,1195.0,1,
b8abb779-dfb9-41a2-896d-fa583ea9151c,2026-06-06,2026-06-06T13:01:48,LINE-A,OM3-50,OP-103,0.263,9.43,757.0,23.71,847.3,2793.0,0,
b1b05855-8112-43f1-95ce-71cf69cf3ba1,2026-06-06,2026-06-06T10:45:00,LINE-B,DSF-1550,OP-104,0.2054,8.462,887.5,21.02,1050.4,-56.0,0,negative_throughput
1891ddc0-c869-49f5-98cc-dbad6f0cb201,2026-06-06,2026-06-06T08:44:21,LINE-A,DSF-1550,OP-104,0.2492,8.546,810.0,24.27,1038.6,4025.0,0,
efa491f5-a1ad-4eeb-9d47-5e984e4a2b4a,2026-06-06,2026-06-06T07:54:57,LINE-A,DSF-1550,OP-103,0.2692,8.764,708.1,18.75,998.2,4033.0,0,
25c831cc-a5e3-481a-99cd-f8f91ef9d56c,2026-06-06,2026-06-06T06:57:00,LINE-A,DSF-1550,OP-102,0.2746,8.071,772.2,24.73,1009.1,4471.0,0,
19ab9134-30ca-4b87-ad7e-8d2dda700207,2026-06-06,2026-06-06T06:38:57,LINE-B,OM3-50,OP-102,0.1815,8.773,775.1,18.51,994.4,3519.0,1,
18ee334f-7a7c-49d5-ab89-015bf68f32af,2026-06-06,2026-06-06T06:24:42,LINE-B,OM4-50,OP-104,0.1892,9.056,783.6,19.53,820.6,608.0,0,
9eaef383-449f-4b62-a958-37b3f8d575c1,2026-06-06,2026-06-06T10:07:00,LINE-A,OM4-50,OP-104,0.2094,8.573,741.3,18.73,1133.3,4365.0,1,
ff394a20-2de4-4419-8436-aadf9056ea96,2026-06-06,2026-06-06T09:55:36,LINE-B,OM4-50,OP-103,0.2601,8.589,779.5,19.15,803.5,2851.0,0,
92fc738d-8f88-4efa-8e03-ba8022c84509,2026-06-06,2026-06-06T08:38:39,LINE-C,SMF-28,OP-104,0.2088,8.519,710.0,24.01,1095.9,1394.0,0,
e5fc342a-a5c8-4fe2-a32e-bcc6aef57fdb,2026-06-06,2026-06-06T12:06:42,LINE-C,OM4-50,OP-104,0.2013,9.302,742.1,24.82,952.4,1137.0,0,
7b95e3e7-614a-49d1-83b5-e29057b8fca4,2026-06-06,2026-06-06T08:06:21,LINE-C,DSF-1550,OP-104,0.2613,9.015,759.1,22.81,1095.9,3345.0,0,
9feeb133-663c-4362-9e74-65893175d686,2026-06-06,2026-06-06T07:25:30,LINE-B,DSF-1550,OP-103,0.2648,8.143,717.8,19.28,919.0,3559.0,0,
9bec51ff-bfdf-453f-8cce-3dee01ca0606,2026-06-06,2026-06-06T13:54:03,LINE-B,DSF-1550,OP-103,0.2249,8.232,796.4,21.48,1136.4,1508.0,0,
f3de13eb-9ef2-4ed9-99b6-3a33448ef782,2026-06-06,2026-06-06T11:51:30,LINE-A,OM3-50,OP-103,0.312,8.038,893.1,24.41,1194.1,4953.0,0,
764fbd57-ae41-41e1-b87b-16aaac69b890,2026-06-06,2026-06-06T10:40:15,LINE-C,OM4-50,OP-104,0.2092,8.989,757.2,18.93,1005.8,1507.0,0,
2a542f46-bfbb-4fa7-bd91-d85dd15cb5de,2026-06-06,2026-06-06T07:44:30,LINE-B,OM4-50,OP-101,0.2878,8.286,775.8,22.59,1198.9,3796.0,0,
c395c22b-149c-4f31-9094-018084bdef47,2026-06-06,2026-06-06T13:06:33,LINE-B,OM4-50,,0.2726,9.158,740.0,23.89,1113.7,1738.0,0,missing_operator
66e3f674-a43d-4347-9d10-7de180805c22,2026-06-06,2026-06-06T06:48:27,LINE-C,OM3-50,OP-103,0.1941,9.244,858.8,18.25,1113.2,277.0,0,
de803707-f826-449b-a777-2d58003d4ea8,2026-06-06,2026-06-06T07:21:42,LINE-B,SMF-28,OP-101,0.202,8.014,877.7,24.82,923.1,2171.0,1,
161079a9-045f-49e1-adf8-59a332befbca,2026-06-06,2026-06-06T09:40:24,LINE-C,OM4-50,OP-102,0.1966,8.772,842.2,24.06,882.7,213.0,0,
aae087e7-15bb-4767-85f2-9d5c2c269c34,2026-06-06,2026-06-06T11:20:09,LINE-A,OM3-50,OP-101,0.3001,8.722,725.0,22.33,1146.8,3592.0,0,
56673541-904e-4787-9c99-f0133170e1cc,2026-06-06,2026-06-06T09:41:21,LINE-C,SMF-28,OP-104,0.2234,8.284,806.8,20.98,1022.0,984.0,0,
